M1,1,j_1,1,Terminated,419912,419912,100,0.2
R2_1,1,j_2,1,Terminated,87076,87086,50,0.2
M1,1,j_2,1,Terminated,87076,87083,50,0.2
R6_3,371,j_3,1,Terminated,157297,157325,100,0.49
J4_2_3,1111,j_3,1,Terminated,157329,157376,100,0.59
R2_1,1,j_3,1,Terminated,157322,157328,100,0.39
J8_3_7,1111,j_3,1,Terminated,157331,157376,100,0.59
M3,12846,j_3,1,Terminated,157213,157295,100,0.3
R9_8,1,j_3,1,Terminated,157376,157381,100,0.39
R1_3,371,j_3,1,Terminated,157297,157322,100,0.49
R5_4,1,j_3,1,Terminated,157376,157381,100,0.39
R7_6,1,j_3,1,Terminated,157326,157330,100,0.39
M1,1,j_7,1,Terminated,299703,299707,100,0.3
R2_1,1,j_7,1,Terminated,299707,299710,100,0.39
R5_4,1,j_8,1,Terminated,316284,316295,50,0.2
M6,1138,j_8,1,Terminated,316284,316297,50,0.2
R16_15,1,j_8,1,Terminated,316284,316310,50,0.2
R10_9,1,j_8,1,Terminated,316284,316294,50,0.2
M1,1,j_8,1,Terminated,316284,316295,50,0.2
R15_14,1,j_8,1,Terminated,316284,316310,50,0.2
M8,1,j_8,1,Terminated,316284,316294,50,0.2
M11,116,j_8,1,Terminated,316284,316302,50,0.2
J13_2_5_7_12,3,j_8,1,Terminated,316284,316310,50,0.2
J12_10_11,1,j_8,1,Terminated,316284,316302,50,0.2
R2_1,1,j_8,1,Terminated,316284,316295,50,0.2
R7_6,5,j_8,1,Terminated,316284,316305,50,0.3
R4_3,1,j_8,1,Terminated,316284,316295,50,0.2
R14_13,1,j_8,1,Terminated,316284,316310,50,0.2
R9_8,1,j_8,1,Terminated,316284,316294,50,0.2
R17_16,1,j_8,1,Terminated,316284,316310,50,0.2
M3,1,j_8,1,Terminated,316284,316295,50,0.2
M4_3,1,j_15,1,Terminated,119444,119493,100,0.3
M1,1,j_15,1,Terminated,119444,119471,100,0.3
R3_2,1,j_15,1,Terminated,119444,119471,100,0.39
R5_4,1,j_15,1,Terminated,119444,119493,100,0.39
R2_1,1,j_15,1,Terminated,119444,119471,100,0.49
M1,1,j_16,1,Terminated,209345,209349,50,0.39
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1,j_17,10,Terminated,580371,580515,75,0.1
M1,2,j_25,1,Terminated,222975,222978,100,0.3
R2_1,1,j_25,1,Terminated,222975,222978,100,0.49
R3_2,1,j_25,1,Terminated,222975,222978,100,0.39
M1,1,j_30,1,Terminated,97678,97679,100,0.2
R3_2,1,j_31,1,Terminated,188349,188357,50,0.2
M1,1,j_31,1,Terminated,188349,188354,50,0.2
R2_1,1,j_31,1,Terminated,188349,188355,50,0.2
M1,1,j_34,1,Terminated,669954,669955,100,0.3
M3,100,j_34,1,Terminated,669954,669965,100,0.3
R7_6,1,j_34,1,Terminated,669954,669956,100,0.39
M8_5_7,141,j_34,1,Terminated,669954,669976,100,0.3
J9_2_3_8,243,j_34,1,Terminated,669954,669988,100,0.59
R10_9,243,j_34,1,Terminated,669954,670005,100,0.39
M6,1,j_34,1,Terminated,669954,669955,100,0.3
R2_1,1,j_34,1,Terminated,669954,669962,100,0.39
R5_4,1,j_34,1,Terminated,669954,669956,100,0.39
M4,1,j_34,1,Terminated,669954,669955,100,0.3
M1,1,j_35,1,Terminated,420324,420328,50,0.3
M1,1,j_37,1,Terminated,416079,416079,100,0.2
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1,j_39,6,Terminated,675912,675918,30,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1,j_39,6,Terminated,675912,675920,5,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1,j_39,6,Terminated,675912,675915,10,0.05
J6_2_5,3,j_49,1,Terminated,231440,231727,100,0.59
M3,1,j_49,1,Terminated,231440,231440,100,0.3
M5_4,1,j_49,1,Terminated,231440,231492,100,0.3
R7_6,3,j_49,1,Terminated,231440,231727,100,0.39
R2_1,1,j_49,1,Terminated,231440,231441,100,0.39
M1,1,j_49,1,Terminated,231440,231441,100,0.3
R4_3,1,j_49,1,Terminated,231440,231440,100,0.39
R2_1,1,j_52,1,Terminated,545783,545784,50,0.2
M1,1,j_52,1,Terminated,545783,545784,50,0.2
M1,1,j_53,1,Terminated,546934,546950,50,0.2
M1,1,j_60,1,Terminated,274091,274102,100,0.2
M1,1,j_65,1,Terminated,416794,416794,100,0.2
M2,1,j_66,1,Terminated,178509,178513,50,0.3
J3_1_2,1,j_66,1,Terminated,178509,178533,50,0.3
M1,4,j_66,1,Terminated,178509,178522,50,0.39
M1,1,j_67,1,Terminated,618233,618234,100,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1,j_69,10,Failed,243225,243228,100,0.1
M1,1,j_73,1,Terminated,363607,363608,100,0.3
R3_2,1,j_73,1,Terminated,363607,363608,100,0.49
R2_1,1,j_73,1,Terminated,363607,363608,100,0.49
R4_3,1,j_73,1,Terminated,363607,363608,100,0.49
R5_4,1,j_73,1,Terminated,363607,363608,100,0.39
R3_2,1,j_76,1,Terminated,633313,633318,100,0.49
R4_3,1,j_76,1,Terminated,633313,633318,100,0.39
M1,11,j_76,1,Terminated,633313,633318,100,0.3
R2_1,5,j_76,1,Terminated,633313,633318,100,0.49
R2_1,1,j_78,1,Terminated,175026,175026,100,0.39
M1,1,j_78,1,Terminated,175026,175026,100,0.3
J7_5_6,3,j_79,1,Terminated,349657,349662,100,0.59
M4_1_2_3,3,j_79,1,Terminated,349657,349662,100,0.3
M5,1,j_79,1,Terminated,349657,349658,100,0.3
R2_5,1,j_79,1,Terminated,349657,349658,100,0.39
M6,1,j_79,1,Terminated,349657,349660,100,0.3
R1_5,1,j_79,1,Terminated,349657,349658,100,0.39
R8_4_7,7,j_79,1,Terminated,349657,349663,100,0.39
R3_5,1,j_79,1,Terminated,349657,349659,100,0.39
R2_1,1,j_81,1,Terminated,443709,443732,50,0.2
M1,1,j_81,1,Terminated,443709,443729,50,0.2
R2_1,1,j_82,1,Terminated,609606,609624,50,0.2
M3,108,j_82,1,Terminated,609606,609661,50,0.59
J4_2_3,61,j_82,1,Terminated,609606,609715,50,0.39
M1,1,j_82,1,Terminated,609606,609616,50,0.39
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1,j_85,6,Running,474800,0,,
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1,j_85,6,Running,474800,0,,
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1,j_85,6,Terminated,474800,475186,10,0.05
R4_3,3,j_87,1,Terminated,444270,444277,100,0.39
M3_2,3,j_87,1,Terminated,444270,444277,100,0.3
M1,1,j_87,1,Terminated,444270,444271,100,0.3
R2_1,1,j_87,1,Terminated,444270,444272,100,0.39
task_LTI0MjU2NDM0NTE3NDI0MzkwNjE=,1,j_88,3,Terminated,248934,249248,100,0.39
task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,1,j_88,3,Terminated,248934,248938,100,0.39
R2_1,1,j_89,1,Terminated,212262,212262,100,0.49
R3_2,1,j_89,1,Terminated,212262,212286,100,0.39
M1,1,j_89,1,Terminated,212262,212262,100,0.3
R9_8,11,j_90,1,Terminated,645686,645718,100,0.39
M2,1,j_90,1,Terminated,645686,645687,100,0.3
R6_5,1,j_90,1,Terminated,645686,645692,100,0.74
M4,1,j_90,1,Terminated,645686,645687,100,0.3
M5,1,j_90,1,Terminated,645686,645688,100,0.3
R7_6,1,j_90,1,Terminated,645686,645693,100,0.49
R3_2,1,j_90,1,Terminated,645686,645688,100,0.49
M1,8,j_90,1,Terminated,645686,645702,100,0.3
J8_1_3_4_7,11,j_90,1,Terminated,645686,645718,100,0.59
M1,4,j_92,1,Terminated,100502,100510,50,0.39
MergeTask,1,j_94,1,Terminated,360144,360147,100,0.1
R7_9,1,j_95,1,Terminated,412627,412629,100,0.49
J4_3_9,3,j_95,1,Terminated,412627,412640,100,0.59
R15_14,1,j_95,1,Terminated,412627,412640,100,0.39
M2,1,j_95,1,Terminated,412627,412636,100,0.3
R1_2,1,j_95,1,Terminated,412627,412636,100,0.49
J5_4_12,15,j_95,1,Terminated,412627,412640,100,0.59
M12_8_11,3,j_95,1,Terminated,412627,412630,100,0.3
R10_9,1,j_95,1,Terminated,412627,412629,100,0.49
R11_10,1,j_95,1,Terminated,412627,412629,100,0.39
R3_2,1,j_95,1,Terminated,412627,412640,100,0.49
J14_1_6_13,19,j_95,1,Terminated,412627,412640,100,0.59
R13_12,3,j_95,1,Terminated,412627,412630,100,0.49
M9,1,j_95,1,Terminated,412627,412629,100,0.3
R6_5,15,j_95,1,Terminated,412627,412640,100,0.49
R8_7,1,j_95,1,Terminated,412627,412629,100,0.39
R2_1,1,j_97,1,Terminated,285823,285824,100,0.39
M3_2,1,j_97,1,Terminated,285823,285830,100,0.3
M1,1,j_97,1,Terminated,285823,285824,100,0.3
R4_3,1,j_97,1,Terminated,285823,285830,100,0.39
M1,1,j_98,1,Terminated,347368,347372,100,0.3
R2_1,1,j_98,1,Terminated,347372,347375,100,0.39
M1,2,j_102,1,Terminated,118960,119057,50,0.39
M11,251,j_102,1,Terminated,118960,119151,50,0.69
J6_5_13,5,j_102,1,Terminated,118960,119274,50,0.39
J13_10_11_12,281,j_102,1,Terminated,118960,119242,50,0.39
R8_7,1,j_102,1,Terminated,118960,119294,50,0.2
R3_2,1,j_102,1,Terminated,118960,119265,50,0.2
M5,13,j_102,1,Terminated,118960,119024,50,0.39
R4_3,1,j_102,1,Terminated,118960,119584,50,0.2
R10_9,1,j_102,1,Terminated,118960,118974,50,0.2
